                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     250                                      642                  1.5000000000000000E+000                  2.0000000000000000E-002                  2.0818663697735567E+009                  1.5639139865770886E+007                  6.2504820606510739E+003                  6.4224594193421600E+000                  2.1611097324440784E+000                 -2.3930014426891582E+000                  4.6766202086828683E-002                  6.6354695124602528E-009                  9.3364962211884650E-001                  8.2566506211014033E-005                  1.1771231289624475E-002                  1.5681251098888923E-003                  2.0850244238750288E-003                  1.5000000000000000E+000                  0.0000000000000000E+000                  9.3265265516011719E-001                  6.7592771437181409E-004                  5.3646326073390160E-001                  3.0954585542489819E-003                  4.8997745063089305E-003                  1.2969553951354863E-002                  3.1275366358125539E-003                  1.1018654280879102E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.5961313141697279E+004                  3.8175544341227813E+006                  2.3355538775107465E+009                  6.4225126580433018E+000                  6.4225126580433010E+000                  1.2761291360048968E-034                  4.0270025851149183E-001                  5.0000000000000000E+001                  1.0000000000000000E+003                  6.5698706150765992E+016                               "r23.05.1"                               "gfortran"                                 "12.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20230704"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha                                alpha_mlt 
                                       1                  1.5000000000000000E+000                  3.3467681916692188E-001                  3.7961134565114749E+000                 -7.3246387203646366E+000                  4.2757869760483400E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.9465825902893216E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999773010656487E+000 
                                       2                  1.4999999999977500E+000                  3.3467585842538039E-001                  3.7968161078029312E+000                 -7.3197953712539237E+000                  4.2813376675753680E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.0245024811486688E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999773010656479E+000 
                                       3                  1.4999999999921247E+000                  3.3467348318136053E-001                  3.7983567151203008E+000                 -7.3096859045685818E+000                  4.2929986167506469E+000                  6.9999999970193283E-001                  2.8000000029806721E-001                  2.0000000000000018E-002                  7.1899716640462089E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999773010656452E+000 
                                       4                  1.4999999999808749E+000                  3.3466884188514301E-001                  3.7999724419805974E+000                 -7.2999575148942046E+000                  4.3043551144311145E+000                  6.9999999940380364E-001                  2.8000000059619634E-001                  2.0000000000000018E-002                  7.3528829616812279E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999773010656401E+000 
                                       5                  1.4999999999752500E+000                  3.3466657258851717E-001                  3.8017274025081034E+000                 -7.2899770779717921E+000                  4.3161048593765905E+000                  6.9999999940374158E-001                  2.8000000059625846E-001                  2.0000000000000018E-002                  7.5238521648345971E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999773010656376E+000 
                                       6                  1.4999999999629454E+000                  3.3466172116070664E-001                  3.8042663911528605E+000                 -7.2769117269685442E+000                  4.3317319138303887E+000                  6.9999999940370572E-001                  2.8000000059629443E-001                  1.9999999999999796E-002                  7.7536907300245420E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999773010656319E+000 
                                       7                  1.4999999999506406E+000                  3.3465701335467241E-001                  3.8082745454128490E+000                 -7.2585248425967519E+000                  4.3541671783960494E+000                  6.9999999940369972E-001                  2.8000000059630031E-001                  2.0000000000000018E-002                  8.0890863412402457E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999773010656263E+000 
                                       8                  1.4999999999260314E+000                  3.3464798762602199E-001                  3.8135913578719065E+000                 -7.2386222224137375E+000                  4.3794494566908444E+000                  6.9999999940369728E-001                  2.8000000059630287E-001                  1.9999999999999796E-002                  8.4685029129502732E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999773010656152E+000 
                                       9                  1.4999999999066955E+000                  3.3464121327022933E-001                  3.8191309729043827E+000                 -7.2212771979395525E+000                  4.4024111181068086E+000                  6.9999999940369650E-001                  2.8000000059630364E-001                  1.9999999999999796E-002                  8.8136483044912337E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999773010656063E+000 
