                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     171                                      557                  1.5000000000000000E+000                  2.0000000000000000E-002                  1.4043746079039779E+007                  6.1909796364097495E+005                  6.6435868127104541E+003                  4.4041186795556779E+000                  1.5840811969209139E+000                 -2.3617182807263077E+000                  6.9948470915141558E-001                  2.3934029214421567E-005                  2.8017326475290089E-001                  1.5380956802214932E-003                  3.2375361969672290E-003                  9.3802139361496683E-003                  2.0850244238750366E-003                  1.5000000000000000E+000                  0.0000000000000000E+000                  1.0498607105006719E+000                  6.3149339833028093E-005                  4.2000500269072283E-001                  4.7434487008667812E-003                  2.0135966240567610E-003                  1.4070722764152660E-002                  3.1275366358125573E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6292119437177516E+004                  7.5949859335368900E+006                  3.4059027677050061E+009                  4.0011356664452160E+000                  4.0011356664452178E+000                  2.0908402732360319E-043                  1.8438959894449400E-001                  5.0000000000000000E+001                  1.0000000000000000E+003                  4.4318692126390569E+014                               "r23.05.1"                               "gfortran"                                 "12.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20230704"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha                                alpha_mlt 
                                       1                  1.5000000000000000E+000                  1.9977743891440838E-001                  3.8230819050043223E+000                 -7.3414378396502880E+000                  4.2864000675663094E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.6829559468356810E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999773010656487E+000 
                                       2                  1.4999999999977500E+000                  1.9977490316582114E-001                  3.8254883008458131E+000                 -7.3253947200380454E+000                  4.3048859587809236E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.9344982925377277E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999773010656479E+000 
                                       3                  1.4999999999921247E+000                  1.9976879351979404E-001                  3.8291750612422031E+000                 -7.3040293371695233E+000                  4.3300012641317380E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.2842519035909246E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999773010656452E+000 
                                       4                  1.4999999999864999E+000                  1.9976297692840642E-001                  3.8350912686721106E+000                 -7.2749191306119645E+000                  4.3651463656937626E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.7893552814284564E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999773010656428E+000 
                                       5                  1.4999999999752500E+000                  1.9975209731686294E-001                  3.8453862015082518E+000                 -7.2375751303917379E+000                  4.4130505334208907E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  8.4889500135055703E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999773010656376E+000 
                                       6                  1.4999999999611875E+000                  1.9973961732100118E-001                  3.8595420567885426E+000                 -7.2045566243833399E+000                  4.4607361935812353E+000                  6.9999999940369872E-001                  2.8000000059630142E-001                  1.9999999999999796E-002                  9.1596793830906313E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999773010656312E+000 
                                       7                  1.4999999999471252E+000                  1.9972805002081470E-001                  3.8735062888546601E+000                 -7.1866278643185026E+000                  4.4933543559399540E+000                  6.9999999940369872E-001                  2.8000000059630142E-001                  1.9999999999999796E-002                  9.5458232308532274E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999773010656248E+000 
                                       8                  1.4999999999400937E+000                  1.9972249994485824E-001                  3.8845149146290279E+000                 -7.1779471576134846E+000                  4.5138147070941352E+000                  6.9999999940369872E-001                  2.8000000059630142E-001                  1.9999999999999796E-002                  9.7385934443859255E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999773010656217E+000 
                                       9                  1.4999999999330624E+000                  1.9971705949633134E-001                  3.8982729408039392E+000                 -7.1734602951203081E+000                  4.5333553072793995E+000                  6.9999999940369872E-001                  2.8000000059630142E-001                  1.9999999999999796E-002                  9.8397533763929834E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999773010656183E+000 
