                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     800                                     1632                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.2289075306081902E+007                  7.1452064144695294E-007                  3.5379443538914329E+003                  7.1065092864480204E+004                  7.0954399525488361E+002                  4.3649298497201201E+000                  0.0000000000000000E+000                  1.2396850446140204E-024                  4.5862602657041993E-013                  1.5090087749086346E-009                  7.9456695307963117E-017                  4.9871475101769158E-001                  4.3435353646362435E-001                  1.4539845230560527E+001                 -1.2826925989673231E-006                  6.7179206462246341E+000                  1.9713332998273482E-004                  5.2966308853430135E+000                  2.1744311998069210E-001                  5.8464557280431720E-002                  1.2043062410791854E+000                  9.1458733738142017E-001                  4.0947541207988642E+000                  2.1928268469803842E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9607364877102830E+007                  9.8733565045139486E+001                  2.0459897601608341E+006                  1.6291543620746899E+008                  7.1859584049872012E-008                  1.8432888185325751E+005                  2.2049881752108690E+008                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.8781372287921025E+014                               "r23.05.1"                               "gfortran"                                 "12.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20230703"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.4539845230560527E+001                  2.8509793290451522E+000                  3.5487509979103367E+000                 -8.7759687426415969E+000                  2.5531208333871400E+000                  6.4509530674579196E-001                  3.3486078570954364E-001                  2.0043907544664341E-002                  2.0861440522935252E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.4539845230553256E+001                  2.8509793290426724E+000                  3.5487509980765530E+000                 -8.7759687414789802E+000                  2.5531208347161343E+000                  6.4509530674577820E-001                  3.3486078570955741E-001                  2.0043907544664341E-002                  2.0861440578783171E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.4539845230517994E+001                  2.8509793290306455E+000                  3.5487509985784405E+000                 -8.7759687379684248E+000                  2.5531208387290243E+000                  6.4509530674565241E-001                  3.3486078570968342E-001                  2.0043907544664119E-002                  2.0861440747411939E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.4539845230424829E+001                  2.8509793289988705E+000                  3.5487510001116904E+000                 -8.7759687272433595E+000                  2.5531208509882366E+000                  6.4509530674420734E-001                  3.3486078571113037E-001                  2.0043907544662343E-002                  2.0861441262519627E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.4539845230125650E+001                  2.8509793288968277E+000                  3.5487510046031105E+000                 -8.7759686958147043E+000                  2.5531208868997308E+000                  6.4509530671470539E-001                  3.3486078574066663E-001                  2.0043907544627926E-002                  2.0861442770353442E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.4539845229275517E+001                  2.8509793286068721E+000                  3.5487510152803186E+000                 -8.7759686208291345E+000                  2.5531209722701336E+000                  6.4509530603144638E-001                  3.3486078642472833E-001                  2.0043907543825235E-002                  2.0861446328252749E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.4539845227393455E+001                  2.8509793279649540E+000                  3.5487510481475577E+000                 -8.7759683908749100E+000                  2.5531212350623735E+000                  6.4509530589125097E-001                  3.3486078656508850E-001                  2.0043907543660477E-002                  2.0861457365527917E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.4539845220865107E+001                  2.8509793257383236E+000                  3.5487511213187433E+000                 -8.7759678788757807E+000                  2.5531218201062602E+000                  6.4509530544080251E-001                  3.3486078701606592E-001                  2.0043907543131567E-002                  2.0861481931387355E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.4539845208669677E+001                  2.8509793215788211E+000                  3.5487512486070805E+000                 -8.7759669881602491E+000                  2.5531228378423334E+000                  6.4509530454927833E-001                  3.3486078790863705E-001                  2.0043907542084627E-002                  2.0861524661255358E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  1.4539845188293361E+001                  2.8509793146290767E+000                  3.5487514577740669E+000                 -8.7759655245057733E+000                  2.5531245102289484E+000                  6.4509530309597918E-001                  3.3486078936364333E-001                  2.0043907540377548E-002                  2.0861594877393610E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  1.4539845155146256E+001                  2.8509793033236317E+000                  3.5487517831977047E+000                 -8.7759632473504432E+000                  2.5531271121120702E+000                  6.4509530079129895E-001                  3.3486079167103022E-001                  2.0043907537670824E-002                  2.0861704117390414E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  1.4539845105021737E+001                  2.8509792862278118E+000                  3.5487522629122146E+000                 -8.7759598906424134E+000                  2.5531309475434067E+000                  6.4509529747159333E-001                  3.3486079499463517E-001                  2.0043907533771499E-002                  2.0861865151892935E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      13                  1.4539845032394810E+001                  2.8509792614573515E+000                  3.5487529712677235E+000                 -8.7759549343688423E+000                  2.5531366108742817E+000                  6.4509529294209922E-001                  3.3486079952944908E-001                  2.0043907528451754E-002                  2.0862102950196346E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
