                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    1000                                     1332                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.2289081173700772E+007                  7.7223766342938815E-002                  3.5376870847259711E+003                  7.0906350450528611E+004                  7.0885416438698678E+002                  2.2815289006798829E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.5054108170604115E-012                  1.7969582850771475E-010                  0.0000000000000000E+000                  5.0576254838418977E-001                  1.4364851966132048E-004                  1.4539839493466761E+001                 -3.1651357948034643E-007                  6.7179169452556593E+000                  1.9713322089812648E-004                  5.2961378019268057E+000                  2.1110643776940755E-001                  5.7901500614181582E-002                  1.2198211549449689E+000                  5.3306351973255373E-001                  4.0947541207954252E+000                  2.1940977944384534E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9535048536920846E+007                  9.9050826784127338E+001                  2.0505694343430088E+006                  1.3888875069799986E+009                  6.8328058131330394E-008                  3.8548673499564012E+005                  1.4701657277438626E+009                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.8781390804717950E+014                               "r23.05.1"                               "gfortran"                                 "12.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20230703"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.4539839493466761E+001                  2.8505568951030908E+000                  3.5487194161130828E+000                 -8.7752127795600519E+000                  2.5538433173339552E+000                  6.4509503502302834E-001                  3.3486105775150621E-001                  2.0043907225465452E-002                  2.0897768826300163E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.4539839493459491E+001                  2.8505568951006084E+000                  3.5487194162796700E+000                 -8.7752127783948541E+000                  2.5538433186659124E+000                  6.4509503502302834E-001                  3.3486105775150621E-001                  2.0043907225465452E-002                  2.0897768882370366E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.4539839493424228E+001                  2.8505568950885674E+000                  3.5487194167826766E+000                 -8.7752127748765414E+000                  2.5538433226877455E+000                  6.4509503502302834E-001                  3.3486105775150621E-001                  2.0043907225465452E-002                  2.0897769051674331E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.4539839493331064E+001                  2.8505568950567537E+000                  3.5487194183193416E+000                 -8.7752127641282467E+000                  2.5538433349742848E+000                  6.4509503502302834E-001                  3.3486105775150621E-001                  2.0043907225465452E-002                  2.0897769568890460E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.4539839493031884E+001                  2.8505568949545919E+000                  3.5487194228207675E+000                 -8.7752127326427587E+000                  2.5538433709658177E+000                  6.4509503502302834E-001                  3.3486105775150621E-001                  2.0043907225465452E-002                  2.0897771083996323E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.4539839492181752E+001                  2.8505568946642956E+000                  3.5487194359579708E+000                 -8.7752126407538587E+000                  2.5538434760054090E+000                  6.4509503502302834E-001                  3.3486105775150621E-001                  2.0043907225465452E-002                  2.0897775505761458E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.4539839489677675E+001                  2.8505568938092196E+000                  3.5487194595173706E+000                 -8.7752124759664643E+000                  2.5538436643763895E+000                  6.4509503502302834E-001                  3.3486105775150621E-001                  2.0043907225465452E-002                  2.0897783435461050E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.4539839486166530E+001                  2.8505568926102614E+000                  3.5487194870210805E+000                 -8.7752122835008457E+000                  2.5538438842841895E+000                  6.4509503482066310E-001                  3.3486105795410953E-001                  2.0043907225227420E-002                  2.0897792683950993E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.4539839482655388E+001                  2.8505568914113013E+000                  3.5487195246205419E+000                 -8.7752120204637638E+000                  2.5538441849129061E+000                  6.4509503471599516E-001                  3.3486105805890048E-001                  2.0043907225104407E-002                  2.0897805334733503E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  1.4539839476566591E+001                  2.8505568893321431E+000                  3.5487195723157856E+000                 -8.7752116866488770E+000                  2.5538445662623737E+000                  6.4509503424341152E-001                  3.3486105853203918E-001                  2.0043907224549296E-002                  2.0897821367576599E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  1.4539839470477792E+001                  2.8505568872529898E+000                  3.5487196351363282E+000                 -8.7752112471789854E+000                  2.5538450685458667E+000                  6.4509503408235924E-001                  3.3486105869328064E-001                  2.0043907224360114E-002                  2.0897842504833171E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  1.4539839460527206E+001                  2.8505568838551443E+000                  3.5487197130822503E+000                 -8.7752107017135614E+000                  2.5538456917629686E+000                  6.4509503346404096E-001                  3.3486105931232546E-001                  2.0043907223633584E-002                  2.0897868713094518E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      13                  1.4539839450576620E+001                  2.8505568804573036E+000                  3.5487198133143258E+000                 -8.7752100003918194E+000                  2.5538464931665747E+000                  6.4509503289340042E-001                  3.3486105988363640E-001                  2.0043907222963231E-002                  2.0897902424449731E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      14                  1.4539839434935969E+001                  2.8505568751164754E+000                  3.5487199358327444E+000                 -8.7752091432688388E+000                  2.5538474727557370E+000                  6.4509503249202238E-001                  3.3486106028548596E-001                  2.0043907222491608E-002                  2.0897943644162059E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      15                  1.4539839419295317E+001                  2.8505568697756565E+000                  3.5487200915725863E+000                 -8.7752080535197674E+000                  2.5538487179586742E+000                  6.4509503148678493E-001                  3.3486106129190452E-001                  2.0043907221310553E-002                  2.0897996019095274E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      16                  1.4539839395172697E+001                  2.8505568615385206E+000                  3.5487202805342890E+000                 -8.7752067314191411E+000                  2.5538502287731575E+000                  6.4509503049056061E-001                  3.3486106228929935E-001                  2.0043907220140045E-002                  2.0898059575830907E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      17                  1.4539839371050078E+001                  2.8505568533014101E+000                  3.5487205225834479E+000                 -8.7752050380115332E+000                  2.5538521640253009E+000                  6.4509502946881614E-001                  3.3486106331224436E-001                  2.0043907218939561E-002                  2.0898140998992977E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      18                  1.4539839333373537E+001                  2.8505568404361106E+000                  3.5487208177211591E+000                 -8.7752029730700620E+000                  2.5538545237095840E+000                  6.4509502789510809E-001                  3.3486106488780132E-001                  2.0043907217090595E-002                  2.0898240265599088E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      19                  1.4539839295696996E+001                  2.8505568275708710E+000                  3.5487212086252873E+000                 -8.7752002383608332E+000                  2.5538576490271483E+000                  6.4509502632291793E-001                  3.3486106646183866E-001                  2.0043907215243406E-002                  2.0898371763416995E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      20                  1.4539839233570452E+001                  2.8505568063569320E+000                  3.5487216952990259E+000                 -8.7751968334508561E+000                  2.5538615399619267E+000                  6.4509502373255512E-001                  3.3486106905524460E-001                  2.0043907212200285E-002                  2.0898535447823337E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      21                  1.4539839171443909E+001                  2.8505567851431550E+000                  3.5487223703992199E+000                 -8.7751921108115347E+000                  2.5538669372478027E+000                  6.4509502114558526E-001                  3.3486107164525386E-001                  2.0043907209160938E-002                  2.0898762546794842E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      22                  1.4539839061211751E+001                  2.8505567475036027E+000                  3.5487232339367116E+000                 -8.7751860696210819E+000                  2.5538738408302133E+000                  6.4509501656141199E-001                  3.3486107623481309E-001                  2.0043907203774913E-002                  2.0899052972319256E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      23                  1.4539838950979592E+001                  2.8505567098645606E+000                  3.5487244817771657E+000                 -8.7751773411743592E+000                  2.5538838163721729E+000                  6.4509501198762964E-001                  3.3486108081396881E-001                  2.0043907198401545E-002                  2.0899472725524248E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      24                  1.4539838742639027E+001                  2.8505566387275691E+000                  3.5487261139614579E+000                 -8.7751659239170010E+000                  2.5538968636680268E+000                  6.4509500336235548E-001                  3.3486108944937648E-001                  2.0043907188268095E-002                  2.0900021625808863E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      25                  1.4539838534298463E+001                  2.8505565675924092E+000                  3.5487285502599759E+000                 -8.7751488850779982E+000                  2.5539163375054370E+000                  6.4509499477281207E-001                  3.3486109804901137E-001                  2.0043907178176612E-002                  2.0900841095653979E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
